首 11	中 9	末 10
42470F0C	BC5F21B7	4CB21C25
42470F0C	D1540449	3D5A5690
42470F0C	EC66B1D6	015590B4
42470F0C	6559E55C	9EAFF7F6
42470F0C	36E1ADB3	2A223E2D
42470F0C	7949EE5C	C03FAEBA
42470F0C	598EE73E	0650BB1E
42470F0C	49549D64	3DE812CE
42470F0C	B0EC997A	AD964081
42470F0C	B3AEAFC3	D80E8627
42470F0C	8A08F25A	37748DAF
42470F0C	B73A47C5	0B7B4B8B
42470F0C	4978B115	EE7FFAC6
42470F0C	AC5800DC	9D24E095
42470F0C	8C25F908	096307BA
42470F0C	C194DA66	42B14F9F
42470F0C	EC3F624B	52E306FC
42470F0C	864E2CA4	CD660A30
42470F0C	88EAA426	8C23E370
42470F0C	E7F0C651	7AA6C55C
42470F0C	07F5B9E1	900AEA12
42470F0C	B4981810	C6287B4D
42470F0C	B0C89067	AE59902E
42470F0C	B12AF14A	3860A401
42470F0C	FF1AB44B	D25ED42E
42470F0C	E7146B3C	4CCE04BC
42470F0C	D3D0BCB7	808D1236
42470F0C	3AB2C2F3	2B4BE9A9
42470F0C	96A87930	1F8296B2
42470F0C	A6128620	9E36742C
42470F0C	B602A96D	B35F18AB
42470F0C	52F969A2	D7C2C4D7
42470F0C	E4744AA9	1FC56BD7
42470F0C	461CF177	4716F324
42470F0C	B8C8EA01	24C2E335
42470F0C	173DFE27	91C53A76
42470F0C	2E34B844	24290422
42470F0C	9B2516CF	D4F6FE18
42470F0C	0E733E33	C916116E
42470F0C	555A06AD	44760FCE
42470F0C	A055C2FA	15F3C769
42470F0C	8149BA9E	C45A14E2
42470F0C	1B1DE7CB	82AE2B81
42470F0C	0B0DC886	AFC74706
42470F0C	1B3AF23C	65DAD010
42470F0C	D821CAF8	5D43B46A
42470F0C	C44C70EB	A7008752
42470F0C	5749CDB9	350A9428
42470F0C	ADA6CD7F	DA55B894
42470F0C	5372D609	B981A885
42470F0C	9D481337	B5C4F76A
42470F0C	CBCF5618	866CB931
42470F0C	3AE11CEB	185E463B
42470F0C	F176179A	68DF40D9
42470F0C	B1523384	B7923BF8
42470F0C	74E708C3	67A311C1
42470F0C	96BA5266	95B24A95
42470F0C	831EE1D3	9765ACAF
42470F0C	A4943282	24D8A225
42470F0C	9CF8E422	F655CE86
42470F0C	9BBFE79C	B918BCB3
42470F0C	C4BCD8FA	CF7B593A
42470F0C	20B217F1	B280FE62
42470F0C	22649066	C42E6EC6
42470F0C	CD4AB4D5	67E62BC9
42470F0C	2506B453	C2806D5D
42470F0C	C137218B	B0CC7476
42470F0C	D5A09E59	CA21217B
42470F0C	D47BEF5F	DDE7E754
42470F0C	D166FB88	24806B44
42470F0C	4DD97002	1619B45D
42470F0C	5561D759	860A397C
42470F0C	DBF0B809	87C7D481
42470F0C	3134346E	6DA18847
42470F0C	E715F40A	F0A57BB2
42470F0C	5AAB4420	6260C2C3
42470F0C	8DA41E42	E74AF201
42470F0C	3F033AB1	D44EA628
42470F0C	A5F0EBCC	EED9C7A1
42470F0C	959C20C6	EC4EDA5B
42470F0C	417A9331	7504BA53
42470F0C	0DF6B604	B487BB5B
42470F0C	608A6130	B4671C13
42470F0C	EB2403A0	328F766E
42470F0C	09F1E7D2	7D2B3C6A
42470F0C	258F15A4	8FBBF2E3
42470F0C	8B08C9CA	FCCC50FD
42470F0C	48F70ACE	AFD34CFA
42470F0C	AD8538EB	B98D7367
42470F0C	4CAB0A23	9B0908A1
42470F0C	150218EF	78F3DCBA
42470F0C	98A8243C	D69CAB40
42470F0C	448D6456	133E39FD
42470F0C	1767AF55	C2B6D5E8
42470F0C	66C8CBFB	4DDA119D
42470F0C	0AFC8C8F	451A21A7
42470F0C	D68B4F09	E5BD96D4
42470F0C	869FDFEB	C71BDFC0
42470F0C	5DFF10A2	BBE5C837
42470F0C	3242F0C6	69D212AC
42470F0C	097F6846	4A364C8F
42470F0C	00AB2224	C3572C6E
42470F0C	9679DEB6	BEEB7653
42470F0C	B39AC3FE	FED3A098
42470F0C	BBEDC4D2	5AA9F8E1
42470F0C	7F635B7A	8BE9135B
42470F0C	62AA1300	6C280607
42470F0C	B87599FD	AA6FB344
42470F0C	B181794F	F4E336C8
42470F0C	AD19CC98	17C67ED4
42470F0C	491938CE	9F399849
42470F0C	2C8661A1	4E0AF586
42470F0C	6EDCE74E	8ADE51E1
42470F0C	D4130BC8	9A441F2D
42470F0C	9015BFFC	98FFF413
42470F0C	2AAC6B35	18021C2F
42470F0C	7039E0DD	38F2C354
42470F0C	19CAD8E8	4C0BF27D
42470F0C	B3DF4E34	67291561
42470F0C	83390995	769C93F4
42470F0C	D3C377C3	B7899C89
42470F0C	6A9122C6	CB8BAD3C
42470F0C	2DD59F11	E3169926
42470F0C	7909517F	DA15DBC8
42470F0C	63268AC6	DD5C17A5
42470F0C	E16DFCE0	77D8FB0D
42470F0C	14973773	3F3B488E
42470F0C	B18C63C6	4C18C93D
42470F0C	EAF4F53F	47A962B2
42470F0C	1D9BCED3	6E016702
42470F0C	E16C5DF6	621D9C93
42470F0C	FBB8B2D6	89366A1F
42470F0C	84E570E0	AEE9F57B
42470F0C	4F6B167C	D2AC39AB
42470F0C	555539C1	A705F69F
42470F0C	F2CCCBBB	4CAD4AE8
42470F0C	53BEEF1E	D36816E5
42470F0C	D1EE9004	865103DD
42470F0C	6AFA0D84	810D8B3E
42470F0C	49977E5F	5A6996FB
42470F0C	FD98FB9B	0AE5043F
42470F0C	681EFB28	4780E1C3
42470F0C	10BCC730	8C136DA4
42470F0C	04ED9A35	E33A4B44
42470F0C	8ABA17B2	F733D554
42470F0C	F0DDD4A4	CEFF3DB1
42470F0C	F66ABACA	2A93B9C0
42470F0C	537FD522	ACB479B6
42470F0C	DBC102E7	3AC1F0A3
42470F0C	6C996BB7	1004D849
42470F0C	FDCFFB17	A93F176F
42470F0C	F87563E8	2C3BC595
42470F0C	E7AFE086	BA864B2F
42470F0C	E1704DFD	1D290171
42470F0C	A891E6E4	3E8AA237
42470F0C	E5301347	E3BF669B
42470F0C	167DB6BA	4F305169
42470F0C	F9A8A690	009A2E87
42470F0C	07787B83	1B17859A
42470F0C	F8FCBF91	9820471B
42470F0C	CB79C72B	C8DF0957
42470F0C	FE4CE158	133C1B09
42470F0C	5C633C1D	7E85C33E
42470F0C	317A7CE9	3025EBFF
42470F0C	10257365	F6691EE3
42470F0C	D8554E18	79027732
42470F0C	F7EABD5C	770BA2C9
42470F0C	D9B165CD	61730F6E
42470F0C	F01C6206	EE2019E3
42470F0C	F1321CC4	E080A4E8
42470F0C	799FB398	F204D9DB
42470F0C	7F28DDF6	16685DAA
42470F0C	01B621E2	CEB24103
42470F0C	5CCDAE1B	283F2C7F
42470F0C	0C7A9CF8	0BCB4450
42470F0C	A7E82BDF	A246C5B5
42470F0C	BF43F41D	B6A4BCB2
42470F0C	659E1A31	839A3A53
42470F0C	A8637C89	F866F660
42470F0C	A422A3B1	6A6B1243
42470F0C	172479CB	DDDB900F
42470F0C	582693DF	ACE0B805
42470F0C	941F7462	1880E907
42470F0C	12395C7D	23D3A7C0
42470F0C	8D835C4B	18889905
42470F0C	8658836A	2AD941B3
42470F0C	607BFF6F	CDEE4CAE
42470F0C	3B7D4BEF	D9DE60F4
42470F0C	98DB6440	C6A45B22
42470F0C	7A8E4F40	4FF90DC0
42470F0C	47B46336	0DD2028F
42470F0C	F139403D	C5D5AD8F
42470F0C	36AFF329	7A2C6C36
42470F0C	A07334E6	F29477CE
42470F0C	05868EE7	6204B014
42470F0C	FD1B7D67	C86E93D4
42470F0C	6BA458CA	DF605254
42470F0C	3F65D560	9796A559
42470F0C	72F452E5	5378AA4C
42470F0C	675C69CA	0D04E34E
42470F0C	A9260F5D	A0B8E17E
42470F0C	33875DCC	FF2AA539
42470F0C	64C326C1	338768AF
42470F0C	678DA7B8	450A18B3
42470F0C	24FA4F20	C5EE0430
42470F0C	B4EF4727	4779F422
42470F0C	75815A75	081C21C7
42470F0C	136D542D	56047518
42470F0C	87D3E0C4	50805488
42470F0C	71E8C229	E19238A4
42470F0C	FE75CAAC	90BD63C2
42470F0C	DE47CC0A	4FB40D42
42470F0C	06BF08C1	9E62E88D
42470F0C	472C16F5	D80B9EF3
42470F0C	B95D030D	697C852A
42470F0C	54637DA4	F6603AEE
42470F0C	2A65574B	5D6EC6DE
42470F0C	587331C5	4BF8FEEC
42470F0C	A77C5BB5	3FEA28D2
42470F0C	CB96A1E4	34E29398
42470F0C	65B05D2D	E807459F
42470F0C	74518398	D2CE2DCC
42470F0C	9C7E617C	E81EB120
42470F0C	639C4BEC	6DA959D8
42470F0C	E240913D	2380F41D
42470F0C	648242E2	7355C2A7
42470F0C	68F7A619	DF3390AE
42470F0C	90BD434A	127DC3DA
42470F0C	B9304B5F	FA39C72A
42470F0C	4D1FCA97	5018F343
42470F0C	7BB75567	E7639E64
42470F0C	E53AA2BA	C8D2A9A4
42470F0C	B75102BA	15BD6F3B
42470F0C	B5C84505	77E36FB2
42470F0C	4B1C5E73	14377FA3
42470F0C	942132A5	BF2CC71D
42470F0C	5D12A825	5455887A
42470F0C	4D20A125	58C0F6EF
42470F0C	8B3FE0DB	95FAD4B7
42470F0C	2269E1A8	DE859293
42470F0C	1D3A8945	7EA01670
42470F0C	5E4D61DD	FE440AF3
42470F0C	2154BC32	A43170A3
42470F0C	55AFAED7	4DEA2045
42470F0C	AF40465D	A7DDC824
42470F0C	9DB24A95	A833D229
42470F0C	8268C9FB	3E8E5C93
42470F0C	0A3D428B	8AF81EAE
42470F0C	3FB68B06	796D3A75
42470F0C	5CC20A8D	84E2159D
42470F0C	A4BC3C51	72AF341E
42470F0C	77CDA457	F42D2CA9
42470F0C	26331B67	644045A6
42470F0C	3BE63210	16736AC9
42470F0C	ECAD6DE9	4D52A04D
42470F0C	075AE3D2	87DFEDE1
42470F0C	6C609329	026C0EF0
42470F0C	57337CC2	592CB3C1
42470F0C	70335120	139F0C6B
42470F0C	2034B95B	B5C8B159
42470F0C	E751A73F	9877836A
42470F0C	4081DF95	E967E343
42470F0C	7581B87A	EDD7D327
42470F0C	DE4164FD	2437B3D1
42470F0C	9D235648	AB02D3DA
42470F0C	ECEA6285	7A684096
42470F0C	70576BA9	E631CAAD
42470F0C	920A310C	142091F9
42470F0C	4475C544	EF34F178
42470F0C	DBEB9A15	378332BF
42470F0C	1EB6D208	D09FCFC3
42470F0C	A2CE50E0	2469057E
42470F0C	24ADADA3	83FFE580
42470F0C	6D9313D4	5618118B
42470F0C	A40EBE5C	5B2146BD
42470F0C	68E8E981	A9FFB7E2
42470F0C	1479BF8C	95AB0A9E
42470F0C	9960B372	F72FE492
42470F0C	E5E4D71E	C1C2E1BB
42470F0C	0150D7F9	B1AFADEA
42470F0C	67BCD9A1	EFB7F935
42470F0C	3F887F82	CDDE40D7
42470F0C	241F3964	1A3632B0
42470F0C	4BBF94FF	E125FF95
42470F0C	B848FEEE	403C236E
42470F0C	50359FE6	1FE99A4C
42470F0C	A448A298	8F739269
42470F0C	DB824B05	DCF55DBD
42470F0C	A9942D8B	CA63658F
42470F0C	BBDBA7AE	90907A6C
42470F0C	CC7759DF	030290A4
42470F0C	A3D7F444	F8115D81
42470F0C	801BA903	D4369600
42470F0C	37927434	12F746F0
42470F0C	86726A9E	CD5D247E
42470F0C	DB04706E	CCC27068
42470F0C	81033632	4F02D3C3
42470F0C	AA4D8BD1	DB51FFC2
42470F0C	2E3F8FFA	A32C0EE5
42470F0C	5B15F756	8DD50465
42470F0C	A7495F9B	FEBF17A4
42470F0C	327022C5	7FFC9410
42470F0C	8636FAC7	EF1E07D5
42470F0C	983708AF	6E654F40
42470F0C	5282CADC	13514213
42470F0C	C3F8476C	7E92DEE2
42470F0C	A36B84BB	68AC8AA8
42470F0C	2A4D5590	FEFAE305
42470F0C	B49E9661	B75B47B1
42470F0C	D5D4D246	0C389467
42470F0C	88EC2A57	FD50DF8C
42470F0C	84AEE5DA	25CD3E40
42470F0C	893F2AF4	91DA1415
42470F0C	9D0F1735	CF85BDAF
42470F0C	75A84B06	48E03013
42470F0C	1823F727	A21FDFDD
42470F0C	3AFE8E71	8F2F1724
42470F0C	79A54A98	DC5CE3AF
42470F0C	47C43DBA	E72BE074
42470F0C	3BCD8216	F715A413
42470F0C	D036BBED	3E8D5F05
42470F0C	5A112B97	CAA6D699
42470F0C	A51E41E7	BEB400A7
42470F0C	4ACB51CD	F11E7F49
42470F0C	41EBBA75	2F2D9D1E
42470F0C	B10A3F1F	EE2E5381
42470F0C	EF5DF134	059F1B49
42470F0C	0453C70B	D5619B7B
42470F0C	2AE8CA73	D5AE3170
42470F0C	74DDC4F3	45AE2C10
42470F0C	726AAA9D	A1C2A861
42470F0C	37AA2C6B	C54A3093
42470F0C	8CA3F22F	B3E30D93
42470F0C	8ECFBA54	C8DB763E
42470F0C	C0D4E383	9E02367A
42470F0C	F032A422	8FB7B0EF
42470F0C	4F1DCA5E	0108C07C
42470F0C	8F8226F4	59CD114D
42470F0C	42D82428	5B3A4749
42470F0C	8CB6C04E	B95AB5C6
42470F0C	10B38428	865581D6
42470F0C	1FEFC5AD	BB51C2B7
42470F0C	E404D31B	5FA05526
42470F0C	8327EA40	A52E49CE
42470F0C	6829DC7F	75D0C9FC
42470F0C	E10F0D54	E386A051
42470F0C	D409C80F	6C16189B
42470F0C	BB963F47	98B26BCD
42470F0C	58F4DE45	118C3514
42470F0C	854DB6E8	A93C38C0
42470F0C	90774E48	0CA1AF4F
42470F0C	11E8E371	556D241D
42470F0C	872E64D8	32C56536
42470F0C	8E52845C	897A8CAA
42470F0C	EBBD47C8	430ECF3B
42470F0C	02DF398C	E8C834A4
42470F0C	B7102C3E	55575D02
42470F0C	2CB58093	040366B5
42470F0C	6A1BFADA	9B3DB669
42470F0C	65E03777	DA5AABE2
42470F0C	A2F3115C	67823F21
42470F0C	9E1DE562	233BE749
42470F0C	4435048A	0F631A8C
42470F0C	A68CA5EF	96F439A5
42470F0C	0C993333	BDD6DEB9
42470F0C	CD61FC9D	2BDDB382
42470F0C	296108CB	A322551F
42470F0C	B44E0A8C	5FFB0646
42470F0C	CD2A0456	F25BF9ED
42470F0C	BFF637CF	F21C0488
42470F0C	6B299413	EAA99680
42470F0C	551A60DD	B4DBB095
42470F0C	69CD62BF	2C24FC7D
42470F0C	F9CB1221	2A42F849
42470F0C	E2F5ED89	2C1C375C
42470F0C	D7C0CBFA	F7FF2502
42470F0C	EA0FE848	ACB25169
42470F0C	EF12FC9F	55D5DD79
42470F0C	20D9F703	118E9FC0
42470F0C	833A0DF0	92310A2F
42470F0C	91466AC6	C4601D05
42470F0C	CBDFC281	5010380B
42470F0C	CC0B9E98	583D6623
42470F0C	128178BE	6A550CDF
42470F0C	EE246877	034CD280
42470F0C	16E09147	F897180A
42470F0C	E5504ADB	3632596A
42470F0C	42296D48	CB2DE2B1
42470F0C	E5AB7E42	DA50638B
42470F0C	F2CD333F	42C7828F
42470F0C	677BCE2A	49906A55
42470F0C	769A109F	73590206
42470F0C	5E9EE45B	B10F474A
42470F0C	22C5D81B	C43426E3
42470F0C	D5BB17F3	9F7C200A
42470F0C	BABC3640	180CB3C5
42470F0C	B82571FF	7A52B34C
42470F0C	CCC3C41A	F4F22875
42470F0C	41DAC8E4	9676C679
42470F0C	09D7D1C1	D380D408
42470F0C	2968DBB1	708C2699
42470F0C	8E04260F	8242E1CA
42470F0C	85DFF92E	B013397C
42470F0C	7373FCE0	66BEBF01
42470F0C	08CF4EF0	48B491CB
42470F0C	6B8AA0CE	1759E3C8
42470F0C	CC068899	F3202337
42470F0C	1EAA2B61	EC2CB1DC
42470F0C	FC9F1AFA	B53FFC74
42470F0C	77281587	3F135C3B
42470F0C	CA96A5AD	ADD6E54A
42470F0C	FC9B3AE8	90DF21F8
42470F0C	59661900	7E6B2F49
42470F0C	3084D531	78721D39
42470F0C	4E469194	30A9659B
42470F0C	D0D61AD7	3153FE3A
42470F0C	22C7D78E	7E2AADE2
42470F0C	61B03F16	FECEB161
42470F0C	C19D33CB	97CDE265
42470F0C	A86E0BFE	E334D34C
42470F0C	DBFFA4C7	7265495A
42470F0C	71EA321B	5947AE46
42470F0C	91F81B1B	4A2B0AFF
42470F0C	669720F7	63830F4F
42470F0C	7FE78E33	60A7B067
42470F0C	E48A1358	D45B7D25
42470F0C	80BC2D57	FFF80FE4
42470F0C	F2601ECE	FFBFF281
42470F0C	44ED3DC5	37B85D81
42470F0C	C540E1C7	DE572C8A
42470F0C	6AEFEFE4	7071196C
42470F0C	A3297AA0	826E2D2F
42470F0C	B969FA80	41552FDD
42470F0C	902C2B1F	49D11905
42470F0C	C4E9B7C6	23A8885B
42470F0C	22878776	267EE214
42470F0C	69C693B7	E3147706
42470F0C	494EA267	CA2C8B2D
42470F0C	816ABE42	AB624F9C
42470F0C	65647149	D699E8C4
42470F0C	2409E9E5	BD22291A
42470F0C	2EFC4806	81D34CA7
42470F0C	EE55455F	4C82655E
42470F0C	64B6BB6F	5B7C6850
42470F0C	162FB5E6	C296FFD1
42470F0C	88A2423B	ED27C811
42470F0C	9F69961A	81E649EB
42470F0C	8E8848AF	BB2F21B8
42470F0C	46FED766	BF64C0C7
42470F0C	329BB1CC	AE4BF816
42470F0C	75D7AAA8	A74C1CE5
42470F0C	C097316A	C816BC70
42470F0C	A2BFD67E	8EBE55EF
42470F0C	D64C5D72	1941CC62
42470F0C	636DA674	476DE3AD
42470F0C	1F8AC836	EB5EF821
42470F0C	E4BE51BA	16AFD66F
42470F0C	072D9F6E	A3172E1E
42470F0C	121767CE	068AB991
42470F0C	C9000CE0	5692FA06
42470F0C	8C8EEB28	332F9547
42470F0C	3E30A236	0CEF0B5C
42470F0C	0ADBF798	012D8D71
42470F0C	9636FFFE	56B177A6
42470F0C	1A5544D6	D1D84D1C
42470F0C	726CF9E1	C007B943
42470F0C	8DA9C686	A2C4AA2A
42470F0C	A2856A65	EBAD53CC
42470F0C	2D5B1B33	D5B68C60
42470F0C	BCD615DA	57029CCA
42470F0C	A38738D6	369A06CF
42470F0C	BAB86960	7EF03048
42470F0C	DE382F43	5BD01F3A
42470F0C	49F378E3	E9182A87
42470F0C	6ADD7CD0	259911D5
42470F0C	E7858B5B	A6E92E31
42470F0C	AAE3BEE6	8A1F16A0
42470F0C	5E0E1B9C	4DA3EA28
42470F0C	7DF69B6F	0256F103
42470F0C	7B5CB6C5	97CFC091
42470F0C	AF4F0AF6	17E3DBBD
42470F0C	CD001EF3	EC728E09
42470F0C	32A4D53F	08525EF5
42470F0C	C45DD360	D4DDFA38
42470F0C	C220E819	2660BB1E
42470F0C	618F7C96	A339C673
42470F0C	92D32D6F	7D56F2D8
42470F0C	463BA5C5	1118D315
42470F0C	155C6210	BC95A311
42470F0C	31AD5B2A	49E5CE32
42470F0C	20595FB2	7CFDDAE9
42470F0C	ADE55DC2	CCDA3F2D
42470F0C	E5BC65BF	6709803C
42470F0C	2444AA11	F102ED07
42470F0C	CB804E3F	CC4891B0
42470F0C	364C9D31	D7ABD59E
42470F0C	28435404	A3D4DCCE
42470F0C	A3876FD6	20A92A70
42470F0C	68B93B9E	DC27F760
42470F0C	8422AACD	E500F892
42470F0C	6BF7BAE7	AAAA877C
42470F0C	80434334	77C2EC47
42470F0C	1D445BDA	CD2B2F09
42470F0C	AFF28B2D	8CCF7879
42470F0C	39F05FF0	A1F628CE
42470F0C	7A87B768	2112344D
42470F0C	A1CAC643	6A2B9B7F
42470F0C	CE6A6BD8	9138565A
42470F0C	21A2360D	F7B63E0A
42470F0C	36E15CFB	26C2AEA0
42470F0C	98C7A032	FA2778A7
42470F0C	5D729B75	2A16529E
42470F0C	368E3603	E5DFDBE0
42470F0C	66744855	24CAD49D
42470F0C	1F5D0A3A	6B8B4C64
42470F0C	9981EDA0	592104FD
42470F0C	1FF54653	07776FF4
42470F0C	F888DE6F	F5A7F1BC
42470F0C	319E35C9	0AD376E8
42470F0C	58204149	9CCB2093
42470F0C	6DD8028A	3E892FF9
42470F0C	2A9419EE	378ECB0A
42470F0C	8897E8DA	89A0FB35
42470F0C	7D982C8D	D8253392
42470F0C	31FAE70C	FA1574F3
42470F0C	E8CE0471	C5C5DCE4
42470F0C	E0ED2205	8F9A29FD
42470F0C	FC44F65C	960C9E57
42470F0C	68C5273C	C0811836
42470F0C	0AFC342C	F4C9F2F0
42470F0C	0AAEB7C0	91CCD73E
42470F0C	95B32780	3BDDB08F
42470F0C	6605B6E4	7B30BD9C
42470F0C	EAF891CF	01C52BCC
42470F0C	3F6F4A1F	1438EA6B
42470F0C	8AB93240	A56349FF
42470F0C	A16913A0	CCACC914
42470F0C	D266209A	A061FFE8
42470F0C	07C02425	17A9BCB9
42470F0C	7DF564DF	4B607192
42470F0C	FA19C9C2	1515FA23
42470F0C	915FA563	8F9B3A09
42470F0C	5C14BBF7	FAE4AB89
42470F0C	888BAA04	13084B2A
42470F0C	E6CF2C4A	F06AFE53
42470F0C	A9EFD172	A7C27F94
42470F0C	C31A286B	DE61A9F2
42470F0C	2DDE1C50	90DCD564
42470F0C	40912677	9C9E7AE5
42470F0C	458C32A0	65F9F6F5
42470F0C	59E188B3	9FBAC5CD
42470F0C	46ADE67B	8FD7EA2B
42470F0C	E0EF6507	73B99073
42470F0C	20A0A1E2	7BF94BC8
42470F0C	92078511	48FD1FE1
42470F0C	182E2E36	49D2D7B8
42470F0C	5B9393B9	DFE70E6C
42470F0C	273508B5	CAF16655
42470F0C	09C95C0C	A0EA9518
42470F0C	E2033B23	CC7F883A
42470F0C	68E0C513	DB818534
42470F0C	B9E9FB40	7DAAB0E5
42470F0C	2A08BDD2	8426DBE2
42470F0C	62A48A6B	36931FD7
42470F0C	7A942D06	43B3FEE6
42470F0C	8F625155	0845FBDF
42470F0C	F869230C	E7B44FFD
42470F0C	86C885CB	30D9ED27
42470F0C	6261C6E8	31411495
42470F0C	90337C59	69DD61DA
42470F0C	B8CDC65B	A6D18A67
42470F0C	0155C649	CC027E85
42470F0C	3B4C357F	6973A3B9
42470F0C	81526D9E	95ED156F
42470F0C	93F1B4F3	DDD30045
42470F0C	EFC15636	F98085EF
42470F0C	6E1D8CE7	B7A9282A
42470F0C	D646B2D7	227F5F05
42470F0C	3DB94D49	93BE1F1F
42470F0C	2FE73368	BBAD03A5
42470F0C	97514DB8	DFDE4A4C
42470F0C	A80B9E75	E5D88814
42470F0C	22E86045	F226851A
42470F0C	D712ABD6	BAC53699
42470F0C	D088ABCF	1A990A0C
42470F0C	1330310A	23524F4D
42470F0C	B092308C	41190B4A
42470F0C	FE725DC2	FBA271EF
42470F0C	3EEDB168	A367A0DE
42470F0C	BA5E6733	A1AEFA77
42470F0C	B55E9E07	0CABDD1D
42470F0C	07F5326E	6304260C
42470F0C	F321873F	25472884
42470F0C	182FB100	F5B9A8B6
42470F0C	172F4834	58BC8FDC
42470F0C	A9814D4B	DAE4D5C5
42470F0C	98E0C35D	4C96F174
42470F0C	D892A079	C5B00C2B
42470F0C	16BDBF6A	C6242F4C
42470F0C	4BCBA59A	C7BB7B5A
42470F0C	9AB8028C	42A5FB52
42470F0C	09A4D233	DC6B221A
42470F0C	9E92ED38	BCCEC4A6
42470F0C	D594A038	137008F2
42470F0C	AA47C08C	5ABC7328
42470F0C	71CC5370	0441AFF7
42470F0C	6BF652E4	0CD91F12
42470F0C	2BD5465D	BCE4BC50
42470F0C	5EF525BE	42F92A99
42470F0C	71758C29	43474111
42470F0C	EA0FAFBE	0B13C379
42470F0C	93FD4CC2	20639D8E
42470F0C	9908ED21	1C92F833
42470F0C	86D26E4F	8A2F7689
42470F0C	9F25D712	25EAC9F9
42470F0C	F2108AF6	BFB2B2EF
42470F0C	EC11789E	3EC9FA7A
42470F0C	A50D45AA	7A28EB73
42470F0C	0A1C9516	FB1753CF
42470F0C	9D2A4251	9EDA71AE
42470F0C	8BA3ADA5	2A882472
42470F0C	01D6BE33	BBA68820
42470F0C	0C1D8354	11F88A0D
42470F0C	FF5026A9	BD77BDFF
42470F0C	F91C7C5E	B579036F
42470F0C	7E3A8454	FDDD4D89
42470F0C	7F14FA96	F37DF082
42470F0C	368D34F0	BEDDC31F
42470F0C	515C3CF3	6A94DEED
42470F0C	8213DCEF	07A6F7F9
42470F0C	F881103D	270C6438
42470F0C	0D8ED46A	7689AC9F
42470F0C	47F2C6F0	39B270A0
42470F0C	E411D44F	BF652192
42470F0C	EF988882	E831DCEA
42470F0C	398B39DD	C516D546
42470F0C	5BA3DEC9	83BE3CD9
42470F0C	A39C1360	9407CCB2
42470F0C	51359D48	20F9831C
42470F0C	82661262	80E83266
42470F0C	AECFC99D	4AE295D9
42470F0C	B0D37831	BA6C68AF
42470F0C	39B8E5AF	CEDB6650
42470F0C	16BC0354	D2E4AED0
42470F0C	ADA89ED4	D5B82633
42470F0C	CDB4A723	0518AFDB
42470F0C	552761A9	42CAC798
42470F0C	F933E137	8307F946
42470F0C	0E5E5646	5CBE0B89
42470F0C	A6AF3636	B1118668
42470F0C	51784090	3BEF3DF3
42470F0C	793D411A	409C0B0A
42470F0C	003AADA2	728A2ED9
42470F0C	D3F767A6	2D004C4B
42470F0C	12DE2335	08B1C0E8
42470F0C	4FB3D8B5	F3FBA9B3
42470F0C	CE224ED1	5F336324
42470F0C	DF5C453D	88CB04DE
42470F0C	E61EED5F	54E6D576
42470F0C	BE939425	31898272
42470F0C	3EE62994	853030B9
42470F0C	871A4B99	1F72195D
42470F0C	50C8F698	63C71903
42470F0C	6F922555	59C1DB5B
42470F0C	F9F0EB13	A4B690A6
42470F0C	89867226	CA0D6583
42470F0C	650C1771	81CA6928
42470F0C	65AB9B59	FDA937C2
42470F0C	E5F53A3E	F5F7B562
42470F0C	D17436D2	FDA0AF8C
42470F0C	5B733322	81D8DAFF
42470F0C	C62A11DB	05F02898
42470F0C	2B2531A6	3FE17168
42470F0C	242BF3CF	67E017C7
42470F0C	DA28C130	3CAE6EE0
42470F0C	DC82EC9A	A9375F72
42470F0C	A01D81CA	6067A3CB
42470F0C	14E70BCA	298D4A2B
42470F0C	E40D574D	CF5CE941
42470F0C	D570B856	CCDCF7C3
42470F0C	E443B5AC	3FABF6BC
42470F0C	5F591371	CDF33F9A
42470F0C	DA69C4C3	6875DE46
42470F0C	B103BB49	7ED2EFE6
42470F0C	044F9970	4A4C5B94
42470F0C	51567569	5FEC6F59
42470F0C	882FDAA1	82DDA01C
42470F0C	18BF4799	026B0574
42470F0C	084911B2	EA4444AC
42470F0C	F0245FF7	98F89109
42470F0C	9E95D67D	62FC5F54
42470F0C	07DF3A7A	9E2FDB18
42470F0C	8EE62408	8F9DF029
42470F0C	81E6DD3C	2298D743
42470F0C	2D0DDD46	9D42423F
42470F0C	A95AFEE6	ACDCC2B6
42470F0C	40CD8F66	1E7C420D
42470F0C	3B8432B2	291017E3
42470F0C	C29581D9	30095A83
42470F0C	51BFB095	3B537B03
42470F0C	8C58EC14	E5F3E5A3
42470F0C	5C6B42AB	16E93BB2
42470F0C	D6162098	FC8B9A56
42470F0C	F7ADD4D4	51411737
42470F0C	BB10906F	6A71E989
42470F0C	5BC57971	88DEB10D
42470F0C	5784A649	1AD3552E
42470F0C	BA20BDDC	5FB4E48E
42470F0C	E5590D35	BAA5114D
42470F0C	EE0D5C64	5A3100C8
42470F0C	D58CA9BC	FF633D4C
42470F0C	3E666443	441BC503
42470F0C	8AE4ED51	6892CBD6
42470F0C	417F6EBA	44B8620C
42470F0C	CBADF104	A9F590B4
42470F0C	8AADB097	A8FCCAD7
42470F0C	3B0D9345	642B885D
42470F0C	28C75C4A	4F0EC2E5
42470F0C	68E75846	B5A36448
42470F0C	D45A962D	4687A5B7
42470F0C	9AE890C3	9C513E01
42470F0C	80C74B7A	9B18F26C
